gender,customer_type,age,type_of_travel,class,flight_distance,inflight_wifi_service,departure/arrival_time_convenient,ease_of_online_booking,food_and_drink,inflight_entertainment,baggage_handling,cleanliness,departure_delay_in_minutes,arrival_delay_in_minutes,satisfaction
Male,Loyal Customer,59,Business Travel,Business,501.0,4,4,4,3,2,2,4,18.0,33.0,Satisfied
Male,Loyal Customer,30,Business Travel,Business,337.0,2,2,3,4,2,2,2,10.0,0.0,Satisfied
Female,Loyal Customer,59,Business Travel,Business,501.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,32,Business Travel,Business,501.0,1,1,1,5,5,5,5,55.0,41.0,Satisfied
Male,Loyal Customer,20,Business Travel,Business,501.0,2,2,2,4,5,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,501.0,2,2,2,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,58,Business Travel,Business,501.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,25,Business Travel,Business,501.0,4,5,4,5,5,4,5,0.0,0.0,Unknown
Male,Loyal Customer,59,Business Travel,Business,501.0,2,5,2,4,5,5,4,0.0,10.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,501.0,3,3,3,2,2,2,4,0.0,0.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,501.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,56,Business Travel,Business,501.0,5,5,3,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,27,Business Travel,Business,501.0,2,1,1,2,2,3,2,79.0,59.0,Dissatisfied
Male,Loyal Customer,38,Business Travel,Business,501.0,3,3,3,5,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,53,Business Travel,Business,501.0,2,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Disloyal Customer,26,Business Travel,Business,502.0,2,2,2,5,5,4,5,53.0,52.0,Dissatisfied
Male,Loyal Customer,33,Business Travel,Business,502.0,5,5,5,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,34,Business Travel,Business,502.0,5,5,5,5,3,3,5,36.0,12.0,Satisfied
Male,Loyal Customer,50,Business Travel,Business,502.0,3,3,3,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,502.0,5,5,3,5,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,502.0,4,4,4,5,4,4,3,26.0,4.0,Satisfied
Female,Disloyal Customer,25,Business Travel,Business,502.0,3,1,3,2,2,4,2,0.0,0.0,Unknown
Male,Disloyal Customer,45,Business Travel,Business,502.0,5,5,5,2,2,4,2,0.0,0.0,Satisfied
Female,Disloyal Customer,26,Business Travel,Business,502.0,4,4,4,2,2,4,2,0.0,0.0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,Business,502.0,4,5,4,4,4,5,4,0.0,0.0,Unknown
Female,Disloyal Customer,34,Business Travel,Business,502.0,4,4,4,5,5,4,5,0.0,0.0,Dissatisfied
Male,Loyal Customer,27,Business Travel,Business,502.0,2,3,4,2,2,3,2,76.0,57.0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,Business,502.0,3,4,3,5,5,4,5,0.0,0.0,Unknown
Female,Disloyal Customer,25,Business Travel,Business,502.0,3,5,3,4,4,4,4,0.0,0.0,Unknown
Male,Disloyal Customer,32,Business Travel,Business,502.0,1,1,1,2,2,5,2,0.0,0.0,Dissatisfied
Male,Disloyal Customer,45,Business Travel,Business,502.0,1,1,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,25,Business Travel,Business,502.0,1,5,1,5,5,4,5,0.0,0.0,Unknown
Female,Disloyal Customer,39,Business Travel,Business,502.0,4,4,4,4,4,5,4,0.0,1.0,Neutral
Female,Loyal Customer,51,Business Travel,Business,502.0,3,3,3,3,5,5,4,0.0,0.0,Satisfied
Female,Disloyal Customer,39,Business Travel,Business,502.0,0,1,1,5,5,5,5,0.0,0.0,Neutral
Male,Loyal Customer,55,Business Travel,Business,502.0,4,4,4,4,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,502.0,2,2,4,3,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,502.0,4,4,4,3,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,502.0,5,5,5,3,4,4,5,5.0,31.0,Satisfied
Male,Disloyal Customer,45,Business Travel,Business,502.0,3,4,4,3,3,5,3,0.0,2.0,Dissatisfied
Female,Disloyal Customer,25,Business Travel,Business,502.0,3,4,3,5,5,5,5,0.0,0.0,Unknown
Female,Loyal Customer,39,Business Travel,Business,502.0,3,3,5,4,4,4,4,0.0,16.0,Unknown
Male,Loyal Customer,38,Business Travel,Business,502.0,1,1,1,2,4,4,3,0.0,0.0,Satisfied
Female,Disloyal Customer,26,Business Travel,Business,502.0,2,1,2,3,3,4,3,0.0,0.0,Dissatisfied
Female,Disloyal Customer,24,Business Travel,Business,502.0,4,2,4,3,3,5,3,0.0,45.0,Satisfied
Male,Loyal Customer,14,Personal Travel,Business,502.0,2,5,2,4,4,5,4,17.0,21.0,Dissatisfied
Male,Loyal Customer,65,Personal Travel,Business,502.0,4,4,4,4,3,2,5,0.0,1.0,Dissatisfied
Male,Loyal Customer,43,Business Travel,Business,502.0,1,1,1,5,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,502.0,3,5,5,2,3,3,4,5.0,23.0,Dissatisfied
Female,Loyal Customer,33,Business Travel,Business,502.0,1,1,1,5,1,1,2,9.0,7.0,Dissatisfied
Male,Loyal Customer,10,Personal Travel,Business,337.0,3,5,3,5,2,4,2,2.0,0.0,Dissatisfied
Female,Disloyal Customer,26,Business Travel,Business,502.0,4,4,4,3,3,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,7,Business Travel,Business,337.0,4,2,3,5,4,4,4,2.0,0.0,Dissatisfied
Female,Loyal Customer,26,Business Travel,Business,502.0,5,5,5,4,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,502.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,58,Business Travel,Business,502.0,1,1,2,4,4,4,3,0.0,0.0,Satisfied
Male,Loyal Customer,45,Business Travel,Business,502.0,3,5,5,3,3,3,3,0.0,44.0,Dissatisfied
Male,Loyal Customer,40,Business Travel,Business,502.0,3,3,3,3,4,4,5,7.0,0.0,Satisfied
Male,Loyal Customer,46,Business Travel,Business,503.0,3,3,3,1,3,3,3,29.0,44.0,Satisfied
Male,Disloyal Customer,21,Business Travel,Business,503.0,5,1,5,2,2,4,2,16.0,20.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,503.0,2,2,2,2,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,56,Business Travel,Business,503.0,4,5,4,5,4,4,5,1.0,0.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,503.0,4,3,4,5,5,4,5,7.0,0.0,Neutral
Female,Loyal Customer,57,Business Travel,Business,503.0,2,4,4,1,2,2,4,0.0,8.0,Dissatisfied
Female,Loyal Customer,50,Business Travel,Business,503.0,1,1,1,5,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,13,Personal Travel,Business,503.0,4,4,4,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,51,Business Travel,Business,503.0,4,4,5,2,3,3,3,73.0,65.0,Satisfied
Female,Disloyal Customer,45,Business Travel,Business,503.0,3,3,3,4,4,4,4,8.0,3.0,Dissatisfied
Male,Loyal Customer,46,Business Travel,Business,503.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,54,Business Travel,Business,503.0,4,4,4,5,3,3,3,0.0,3.0,Satisfied
Female,Loyal Customer,51,Personal Travel,Business,503.0,3,4,3,5,3,2,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,20,Personal Travel,Business,505.0,4,4,3,3,5,4,3,0.0,8.0,Satisfied
Female,Loyal Customer,7,Business Travel,Business,337.0,2,3,3,5,2,4,2,2.0,0.0,Dissatisfied
Male,Loyal Customer,44,Business Travel,Business,507.0,4,4,4,5,4,4,2,25.0,24.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,507.0,3,5,3,4,4,4,3,26.0,16.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,507.0,3,5,4,3,3,3,3,0.0,0.0,Unknown
Female,Loyal Customer,49,Business Travel,Business,507.0,2,1,1,4,2,2,3,28.0,42.0,Dissatisfied
Female,Loyal Customer,57,Business Travel,Business,507.0,4,4,4,2,4,4,5,26.0,18.0,Satisfied
Female,Loyal Customer,18,Business Travel,Business,337.0,4,4,3,5,4,4,4,2.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,507.0,2,2,2,5,2,2,5,0.0,0.0,Satisfied
Male,Disloyal Customer,24,Business Travel,Business,507.0,4,1,4,3,3,5,3,0.0,45.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,507.0,1,1,1,5,4,4,2,0.0,0.0,Satisfied
Male,Loyal Customer,19,Personal Travel,Business,507.0,3,5,3,5,5,5,5,7.0,16.0,Dissatisfied
Male,Loyal Customer,48,Business Travel,Business,507.0,3,3,3,3,5,5,5,8.0,0.0,Satisfied
Female,Loyal Customer,19,Personal Travel,Business,507.0,4,4,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,47,Business Travel,Business,507.0,1,1,1,3,4,4,3,8.0,6.0,Satisfied
Female,Disloyal Customer,38,Business Travel,Business,507.0,5,5,5,5,5,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,11,Business Travel,Business,507.0,4,4,2,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,33,Business Travel,Business,507.0,1,1,1,4,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,507.0,1,1,1,4,4,4,4,0.0,0.0,Satisfied
Female,Disloyal Customer,25,Business Travel,Business,507.0,5,5,5,2,2,5,2,0.0,0.0,Unknown
Female,Disloyal Customer,39,Business Travel,Business,507.0,1,1,1,4,4,3,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,507.0,2,1,1,3,2,2,2,25.0,22.0,Dissatisfied
Male,Disloyal Customer,18,Business Travel,Business,337.0,4,4,3,5,5,5,5,2.0,0.0,Satisfied
Female,Disloyal Customer,20,Business Travel,Business,507.0,4,1,4,4,5,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,51,Business Travel,Business,507.0,5,5,5,1,4,4,2,0.0,9.0,Satisfied
Female,Loyal Customer,41,Business Travel,Business,507.0,3,3,3,3,5,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,32,Business Travel,Business,507.0,2,5,2,2,2,3,2,0.0,0.0,Dissatisfied
Female,Loyal Customer,66,Personal Travel,Business,507.0,1,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,45,Business Travel,Business,507.0,3,4,4,2,3,3,4,38.0,25.0,Dissatisfied
Male,Disloyal Customer,32,Business Travel,Business,507.0,4,4,4,5,5,4,5,9.0,1.0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,Business,507.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,59,Business Travel,Business,507.0,5,5,3,2,4,4,5,0.0,0.0,Satisfied
Female,Disloyal Customer,22,Business Travel,Business,507.0,0,5,1,3,3,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,507.0,5,5,5,4,4,4,5,2.0,0.0,Satisfied
Female,Loyal Customer,17,Personal Travel,Business,507.0,2,2,2,2,2,3,2,1.0,0.0,Dissatisfied
Female,Loyal Customer,20,Business Travel,Business,507.0,2,2,2,2,5,4,2,0.0,7.0,Satisfied
Male,Loyal Customer,27,Business Travel,Business,507.0,3,5,5,3,3,4,3,25.0,20.0,Dissatisfied
Male,Loyal Customer,44,Business Travel,Business,507.0,4,4,4,4,5,5,4,22.0,41.0,Satisfied
Male,Loyal Customer,49,Personal Travel,Business,507.0,1,5,3,3,3,3,4,12.0,0.0,Dissatisfied
Female,Loyal Customer,60,Business Travel,Business,507.0,5,5,5,4,4,4,4,3.0,2.0,Satisfied
Female,Loyal Customer,57,Business Travel,Business,507.0,5,5,5,4,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,507.0,1,1,1,3,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,49,Business Travel,Business,507.0,5,5,2,2,4,4,3,6.0,9.0,Satisfied
Male,Loyal Customer,54,Business Travel,Business,507.0,3,2,2,5,3,3,4,0.0,0.0,Dissatisfied
Male,Disloyal Customer,26,Business Travel,Business,507.0,4,4,4,3,3,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,55,Business Travel,Business,507.0,3,3,3,3,5,5,3,1.0,2.0,Satisfied
Female,Loyal Customer,54,Personal Travel,Business,507.0,1,4,1,5,2,2,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,52,Business Travel,Business,507.0,1,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,45,Business Travel,Business,507.0,5,5,5,4,4,4,4,57.0,57.0,Satisfied
Male,Disloyal Customer,34,Business Travel,Business,507.0,4,4,4,5,5,5,5,0.0,0.0,Dissatisfied
Female,Disloyal Customer,36,Business Travel,Business,507.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,58,Business Travel,Business,507.0,4,4,4,5,5,5,3,1.0,0.0,Satisfied
Male,Loyal Customer,54,Personal Travel,Business,507.0,4,1,4,2,3,3,4,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,507.0,5,5,5,5,2,2,5,0.0,0.0,Satisfied
Female,Disloyal Customer,27,Business Travel,Business,507.0,2,2,2,4,4,4,4,0.0,0.0,Dissatisfied
Female,Loyal Customer,17,Business Travel,Business,507.0,4,1,1,4,4,4,4,3.0,4.0,Dissatisfied
Female,Disloyal Customer,45,Business Travel,Business,507.0,3,3,3,5,5,3,5,0.0,0.0,Dissatisfied
Male,Loyal Customer,53,Business Travel,Business,507.0,3,3,3,2,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,71,Business Travel,Business,507.0,4,5,5,1,4,4,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,51,Business Travel,Business,507.0,2,2,3,3,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,507.0,5,5,5,3,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,507.0,4,4,4,4,4,4,3,0.0,5.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,507.0,3,3,3,5,5,5,5,0.0,0.0,Unknown
Female,Loyal Customer,26,Business Travel,Business,507.0,2,5,5,2,2,4,2,0.0,2.0,Dissatisfied
Male,Loyal Customer,59,Personal Travel,Business,507.0,3,1,3,1,3,3,2,14.0,37.0,Dissatisfied
Female,Loyal Customer,47,Business Travel,Business,507.0,2,2,2,5,4,4,3,0.0,1.0,Satisfied
Male,Loyal Customer,42,Personal Travel,Business,507.0,2,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Disloyal Customer,27,Business Travel,Business,507.0,2,2,2,5,5,4,5,0.0,5.0,Dissatisfied
Female,Loyal Customer,34,Personal Travel,Business,507.0,0,4,1,4,2,2,4,89.0,76.0,Satisfied
Female,Disloyal Customer,45,Business Travel,Business,507.0,4,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,34,Business Travel,Business,507.0,1,1,1,5,5,5,5,1.0,0.0,Satisfied
Male,Disloyal Customer,22,Business Travel,Business,507.0,4,1,4,5,5,5,5,25.0,12.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,507.0,3,3,3,4,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,507.0,1,1,2,4,5,5,3,1.0,0.0,Satisfied
Female,Loyal Customer,60,Business Travel,Business,507.0,3,3,5,1,3,3,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,507.0,3,3,1,3,3,4,3,1.0,0.0,Unknown
Male,Loyal Customer,42,Business Travel,Business,507.0,2,2,2,5,4,4,3,1.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,507.0,4,4,4,3,4,4,4,0.0,0.0,Satisfied
Male,Disloyal Customer,38,Business Travel,Business,507.0,5,5,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,60,Business Travel,Business,507.0,2,2,2,3,5,5,3,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,507.0,5,5,5,5,5,5,3,11.0,1.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,507.0,3,1,1,3,3,3,4,0.0,0.0,Dissatisfied
Male,Disloyal Customer,22,Business Travel,Business,507.0,0,1,1,3,3,5,3,9.0,3.0,Satisfied
Male,Loyal Customer,27,Business Travel,Business,507.0,3,3,3,4,4,5,4,0.0,0.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,507.0,1,4,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,45,Business Travel,Business,507.0,4,4,4,4,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,55,Business Travel,Business,507.0,2,2,2,3,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,507.0,2,2,2,2,4,4,5,0.0,0.0,Satisfied
Male,Disloyal Customer,37,Business Travel,Business,507.0,1,1,1,2,2,4,2,0.0,0.0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,Business,507.0,2,2,2,2,2,5,2,0.0,0.0,Neutral
Male,Loyal Customer,60,Business Travel,Business,507.0,3,4,4,2,3,3,2,39.0,34.0,Dissatisfied
Male,Loyal Customer,47,Business Travel,Business,507.0,4,4,4,4,3,3,5,90.0,77.0,Satisfied
Male,Loyal Customer,40,Business Travel,Business,507.0,1,1,1,1,5,5,3,54.0,48.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,507.0,1,1,1,2,5,5,4,51.0,52.0,Satisfied
Female,Loyal Customer,42,Business Travel,Business,507.0,3,3,3,3,3,3,4,43.0,12.0,Dissatisfied
Female,Disloyal Customer,22,Business Travel,Business,507.0,5,5,5,2,2,4,2,0.0,0.0,Satisfied
Female,Disloyal Customer,25,Business Travel,Business,507.0,4,1,3,4,4,5,4,0.0,0.0,Unknown
Male,Disloyal Customer,27,Business Travel,Business,507.0,2,2,2,5,5,5,5,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,507.0,4,4,3,5,5,4,5,0.0,5.0,Unknown
Male,Loyal Customer,46,Business Travel,Business,507.0,3,3,5,3,4,4,4,11.0,4.0,Satisfied
Male,Loyal Customer,12,Personal Travel,Business,507.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,21,Business Travel,Business,508.0,5,1,5,2,2,5,2,0.0,0.0,Satisfied
Male,Loyal Customer,32,Business Travel,Business,508.0,3,5,3,4,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,44,Personal Travel,Business,508.0,3,4,3,5,2,5,5,25.0,12.0,Dissatisfied
Female,Loyal Customer,37,Personal Travel,Business,508.0,4,5,4,4,4,4,4,0.0,0.0,Dissatisfied
Male,Disloyal Customer,37,Business Travel,Business,508.0,2,2,2,4,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,39,Business Travel,Business,508.0,1,1,1,2,4,4,5,13.0,13.0,Satisfied
Female,Loyal Customer,40,Business Travel,Business,508.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Male,Disloyal Customer,38,Business Travel,Business,508.0,1,1,1,5,5,5,5,17.0,28.0,Dissatisfied
Female,Loyal Customer,42,Business Travel,Business,508.0,2,2,2,5,2,2,4,3.0,0.0,Dissatisfied
Male,Disloyal Customer,39,Business Travel,Business,508.0,2,4,5,2,2,1,2,0.0,0.0,Neutral
Male,Loyal Customer,48,Business Travel,Business,508.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,46,Business Travel,Business,508.0,2,2,2,1,4,4,3,12.0,9.0,Satisfied
Male,Loyal Customer,35,Business Travel,Business,508.0,2,3,3,3,2,2,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,33,Business Travel,Business,508.0,2,2,2,2,1,4,2,142.0,138.0,Dissatisfied
Male,Loyal Customer,45,Business Travel,Business,508.0,5,5,5,5,2,2,4,0.0,1.0,Satisfied
Female,Loyal Customer,43,Business Travel,Business,508.0,5,5,5,4,4,4,5,7.0,7.0,Satisfied
Female,Loyal Customer,50,Business Travel,Business,509.0,2,2,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,36,Business Travel,Business,509.0,5,5,5,3,5,5,4,14.0,5.0,Satisfied
Male,Disloyal Customer,37,Business Travel,Business,509.0,1,1,1,3,3,4,3,4.0,0.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,509.0,3,3,3,5,5,1,5,0.0,0.0,Unknown
Female,Loyal Customer,36,Business Travel,Business,509.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,33,Business Travel,Business,509.0,1,1,1,3,5,5,2,0.0,0.0,Satisfied
Female,Loyal Customer,39,Business Travel,Business,509.0,5,5,5,5,5,5,5,3.0,14.0,Unknown
Male,Loyal Customer,46,Business Travel,Business,510.0,5,5,5,3,4,4,3,0.0,0.0,Satisfied
Female,Loyal Customer,34,Business Travel,Business,510.0,1,5,5,1,1,1,4,0.0,23.0,Dissatisfied
Female,Disloyal Customer,39,Business Travel,Business,510.0,5,5,5,4,4,4,4,0.0,0.0,Satisfied
Male,Loyal Customer,42,Business Travel,Business,510.0,4,1,4,2,4,4,3,36.0,13.0,Dissatisfied
Female,Loyal Customer,25,Business Travel,Business,510.0,3,4,4,3,3,3,3,0.0,0.0,Unknown
Female,Loyal Customer,34,Business Travel,Business,510.0,5,5,5,5,4,5,5,137.0,135.0,Satisfied
Female,Disloyal Customer,22,Business Travel,Business,510.0,4,1,4,2,2,4,2,34.0,50.0,Satisfied
Female,Loyal Customer,44,Business Travel,Business,510.0,2,2,2,4,5,5,4,180.0,183.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,510.0,3,2,2,1,3,3,4,4.0,0.0,Dissatisfied
Female,Loyal Customer,45,Business Travel,Business,510.0,3,3,3,5,4,4,5,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,511.0,4,4,4,5,5,5,5,2.0,0.0,Satisfied
Male,Loyal Customer,63,Personal Travel,Business,511.0,0,5,1,3,5,5,5,4.0,3.0,Satisfied
Male,Disloyal Customer,27,Business Travel,Business,511.0,4,4,4,5,5,5,5,35.0,24.0,Dissatisfied
Male,Loyal Customer,46,Business Travel,Business,511.0,2,2,2,4,5,5,5,0.0,0.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,511.0,2,2,2,2,2,4,2,0.0,0.0,Dissatisfied
Male,Loyal Customer,36,Business Travel,Business,511.0,5,1,5,5,5,5,5,0.0,0.0,Satisfied
Female,Loyal Customer,48,Business Travel,Business,512.0,1,1,1,5,4,4,4,1.0,0.0,Satisfied
Male,Loyal Customer,38,Business Travel,Business,512.0,3,3,3,2,3,3,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,66,Business Travel,Business,513.0,4,4,4,1,4,4,2,13.0,0.0,Satisfied
Female,Loyal Customer,33,Business Travel,Business,515.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Loyal Customer,50,Business Travel,Business,515.0,5,5,1,4,2,2,4,0.0,0.0,Satisfied
Male,Loyal Customer,18,Business Travel,Business,337.0,5,5,3,5,4,4,4,2.0,0.0,Satisfied
Female,Loyal Customer,47,Business Travel,Business,515.0,4,4,2,4,5,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,515.0,1,1,1,4,4,4,3,11.0,31.0,Satisfied
Male,Disloyal Customer,39,Business Travel,Business,515.0,5,5,5,4,4,4,4,0.0,0.0,Neutral
Male,Disloyal Customer,22,Business Travel,Business,515.0,4,3,4,5,5,4,5,11.0,0.0,Satisfied
Female,Loyal Customer,25,Business Travel,Business,515.0,2,2,2,4,4,3,4,0.0,0.0,Unknown
Female,Loyal Customer,58,Personal Travel,Business,515.0,1,2,1,1,5,5,3,0.0,0.0,Dissatisfied
Female,Loyal Customer,42,Business Travel,Business,515.0,4,4,4,2,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,44,Business Travel,Business,515.0,2,2,5,5,5,5,4,6.0,3.0,Satisfied
Male,Disloyal Customer,27,Business Travel,Business,515.0,3,3,3,4,4,5,4,30.0,42.0,Dissatisfied
Female,Loyal Customer,39,Business Travel,Business,515.0,1,1,1,4,5,5,3,0.0,0.0,Satisfied
Female,Loyal Customer,54,Business Travel,Business,515.0,5,5,5,4,4,4,3,0.0,1.0,Satisfied
Female,Disloyal Customer,39,Business Travel,Business,515.0,4,4,4,5,5,5,5,52.0,43.0,Satisfied
Female,Loyal Customer,52,Business Travel,Business,515.0,1,1,1,5,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,24,Business Travel,Business,515.0,1,2,3,4,4,4,4,0.0,0.0,Neutral
Male,Loyal Customer,27,Business Travel,Business,515.0,1,1,1,4,4,4,4,0.0,8.0,Satisfied
Male,Loyal Customer,36,Business Travel,Business,515.0,1,1,1,2,5,5,2,0.0,0.0,Satisfied
Female,Loyal Customer,26,Business Travel,Business,515.0,4,4,4,5,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,60,Business Travel,Business,515.0,2,2,2,2,4,4,5,0.0,0.0,Satisfied
Male,Loyal Customer,47,Business Travel,Business,515.0,1,1,1,2,2,2,4,3.0,0.0,Satisfied
Female,Loyal Customer,49,Business Travel,Business,515.0,1,1,1,1,4,4,4,0.0,0.0,Satisfied
Female,Loyal Customer,58,Business Travel,Business,515.0,5,5,5,4,4,4,5,53.0,43.0,Satisfied
Male,Loyal Customer,59,Business Travel,Business,515.0,1,4,4,2,1,1,3,0.0,0.0,Dissatisfied
Male,Loyal Customer,51,Business Travel,Business,515.0,2,5,5,3,2,2,4,0.0,0.0,Dissatisfied
Male,Loyal Customer,39,Business Travel,Business,515.0,3,3,3,5,5,5,4,1.0,0.0,Satisfied
Male,Loyal Customer,48,Business Travel,Business,515.0,5,2,5,5,5,5,5,0.0,5.0,Satisfied
Male,Loyal Customer,26,Business Travel,Business,515.0,2,2,2,4,4,5,4,0.0,0.0,Satisfied
Male,Loyal Customer,52,Business Travel,Business,515.0,4,4,4,5,5,5,5,28.0,22.0,Satisfied
Female,Disloyal Customer,27,Business Travel,Business,515.0,3,3,3,5,5,4,5,0.0,7.0,Dissatisfied
Male,Loyal Customer,34,Business Travel,Business,515.0,3,3,3,1,4,4,5,4.0,0.0,Satisfied
Male,Loyal Customer,22,Business Travel,Business,515.0,4,4,4,5,5,4,5,12.0,3.0,Satisfied
Female,Disloyal Customer,26,Business Travel,Business,515.0,4,5,4,2,2,4,2,25.0,40.0,Dissatisfied
Male,Loyal Customer,36,Business Travel,Business,515.0,5,5,5,2,5,5,3,43.0,26.0,Satisfied
Female,Loyal Customer,15,Personal Travel,Business,515.0,2,4,2,5,5,4,5,0.0,7.0,Dissatisfied
Male,Loyal Customer,46,Business Travel,Business,515.0,2,2,2,4,5,5,5,0.0,0.0,Satisfied
Male,Loyal Customer,41,Business Travel,Business,515.0,3,3,3,4,4,4,4,0.0,0.0,Neutral
Female,Disloyal Customer,25,Business Travel,Business,515.0,2,5,2,4,4,5,4,0.0,0.0,Unknown
Male,Loyal Customer,44,Business Travel,Business,515.0,2,2,2,2,4,4,4,1.0,1.0,Satisfied
